Unnamed: 0_level_0,FullBody_CoG_vel,FullBody_CoG_vel,FullBody_CoG_vel,L_Hand_CoG_vel,L_Hand_CoG_vel,L_Hand_CoG_vel,R_Hand_CoG_vel,R_Hand_CoG_vel,R_Hand_CoG_vel,L_Forearm_CoG_vel,L_Forearm_CoG_vel,L_Forearm_CoG_vel,R_Forearm_CoG_vel,R_Forearm_CoG_vel,R_Forearm_CoG_vel,L_UpperArm_CoG_vel,L_UpperArm_CoG_vel,L_UpperArm_CoG_vel,R_UpperArm_CoG_vel,R_UpperArm_CoG_vel,R_UpperArm_CoG_vel,Head_CoG_vel,Head_CoG_vel,Head_CoG_vel,Head_Shadow_CoG_vel,Head_Shadow_CoG_vel,Head_Shadow_CoG_vel,Trunk_CoG_vel,Trunk_CoG_vel,Trunk_CoG_vel,Pelvis_CoG_vel,Pelvis_CoG_vel,Pelvis_CoG_vel,L_Thigh_CoG_vel,L_Thigh_CoG_vel,L_Thigh_CoG_vel,R_Thigh_CoG_vel,R_Thigh_CoG_vel,R_Thigh_CoG_vel,L_Shank_CoG_vel,L_Shank_CoG_vel,L_Shank_CoG_vel,R_Shank_CoG_vel,R_Shank_CoG_vel,R_Shank_CoG_vel,L_Foot_CoG_vel,L_Foot_CoG_vel,L_Foot_CoG_vel,R_Foot_CoG_vel,R_Foot_CoG_vel,R_Foot_CoG_vel,L_Foot_Shadow_CoG_vel,L_Foot_Shadow_CoG_vel,L_Foot_Shadow_CoG_vel,R_Foot_Shadow_CoG_vel,R_Foot_Shadow_CoG_vel,R_Foot_Shadow_CoG_vel
ITEM,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
1394,0.1077,0.24388,0.14091,0.04062,-0.41976,0.0067,0.07755,-0.40355,0.01375,0.01574,-0.10241,0.11994,0.23889,-0.30496,0.04749,0.03681,-0.01753,0.05981,0.20713,-0.23584,-0.10546,0.09767,-0.2319,-0.2768,0.08086,-0.24249,-0.2262,0.069,-0.00609,-0.19106,0.05036,0.43236,-0.08955,0.1057,0.60056,0.96177,0.13027,0.37606,-0.17202,0.30948,1.3013,2.06367,0.16064,0.14134,-0.09441,0.65505,2.34581,2.16487,-0.00142,-0.00161,-0.0039,0.64603,2.35314,2.23945,-0.00287,-0.00947,-0.00452
1395,0.10806,0.25306,0.13818,0.04667,-0.3648,-0.0078,0.07076,-0.38124,-0.0023,0.01995,-0.07488,0.10363,0.23691,-0.29372,0.04076,0.0493,-0.00037,0.038,0.20614,-0.22771,-0.11702,0.09899,-0.2324,-0.27931,0.08529,-0.24337,-0.23323,0.07093,0.00859,-0.19623,0.05619,0.44436,-0.08544,0.09363,0.57634,0.96774,0.12664,0.3844,-0.173,0.31067,1.33442,2.05703,0.15143,0.13823,-0.09927,0.72499,2.51547,2.18583,0.00178,-0.00166,-0.0083,0.71574,2.51938,2.26418,0.0005,-0.00874,-0.00767
1396,0.10898,0.26173,0.13343,0.04472,-0.31616,-0.01081,0.06287,-0.35825,-0.01355,0.0297,-0.05329,0.08917,0.23149,-0.2818,0.03814,0.06571,0.0121,0.01647,0.2012,-0.22054,-0.1236,0.09783,-0.23191,-0.27801,0.08989,-0.24351,-0.23906,0.07256,0.02178,-0.20313,0.0708,0.45508,-0.08373,0.07937,0.55003,0.966,0.1264,0.39645,-0.17679,0.30638,1.36906,2.04802,0.13568,0.13631,-0.10851,0.8012,2.68386,2.22099,0.0024,-0.00111,-0.01489,0.79274,2.68385,2.30317,0.00128,-0.00758,-0.01269
1397,0.10915,0.2705,0.12675,0.04098,-0.27916,-0.00918,0.06147,-0.3404,-0.01865,0.04509,-0.04337,0.07452,0.22094,-0.27292,0.03503,0.08425,0.01598,-0.00398,0.18987,-0.21557,-0.12939,0.09375,-0.22586,-0.2734,0.0942,-0.23898,-0.24256,0.07311,0.03399,-0.21201,0.08985,0.46621,-0.08328,0.06098,0.52478,0.95602,0.1274,0.41235,-0.18183,0.29664,1.4043,2.03569,0.11525,0.13732,-0.11968,0.88179,2.83993,2.2675,0.00092,-0.0011,-0.02185,0.87597,2.83548,2.35271,0.0,-0.00687,-0.01753
1398,0.1084,0.27934,0.1189,0.04438,-0.25981,-0.01068,0.07069,-0.32847,-0.02019,0.06725,-0.04646,0.05784,0.20611,-0.2682,0.02695,0.10369,0.01069,-0.02172,0.17408,-0.21194,-0.13783,0.0881,-0.21601,-0.2665,0.0981,-0.23129,-0.24354,0.07135,0.0449,-0.22217,0.10846,0.47946,-0.08279,0.04106,0.50329,0.93712,0.1287,0.43123,-0.18468,0.28671,1.43767,2.01985,0.09558,0.14253,-0.12793,0.96354,2.97379,2.32315,-0.00078,-0.00105,-0.02643,0.96248,2.96462,2.41008,-0.00149,-0.00603,-0.02014
1399,0.10768,0.28763,0.11046,0.06238,-0.26112,-0.02182,0.08928,-0.31676,-0.02511,0.09737,-0.05757,0.038,0.18988,-0.26554,0.0106,0.12348,0.00139,-0.03588,0.15845,-0.20849,-0.15046,0.08364,-0.20881,-0.25995,0.10151,-0.22589,-0.2434,0.06696,0.05364,-0.23226,0.12372,0.49534,-0.08194,0.02491,0.48646,0.90796,0.13061,0.45096,-0.18261,0.28247,1.4663,2.00038,0.08094,0.1519,-0.12941,1.04063,3.08053,2.38668,-0.00279,0.00094,-0.02666,1.04591,3.06653,2.47401,-0.00336,-0.00335,-0.01954
1400,0.10805,0.29463,0.10133,0.09839,-0.27783,-0.04532,0.1106,-0.29994,-0.0407,0.13506,-0.06675,0.01532,0.17545,-0.26143,-0.0157,0.14298,-0.00337,-0.04739,0.1468,-0.20488,-0.16743,0.08225,-0.20884,-0.25716,0.10374,-0.22652,-0.24434,0.06103,0.06,-0.24094,0.13524,0.51229,-0.08143,0.01658,0.47302,0.86746,0.13396,0.46857,-0.17551,0.28575,1.48831,1.97605,0.07256,0.1636,-0.12379,1.10436,3.16115,2.45689,-0.00574,0.00568,-0.02263,1.11608,3.14229,2.54365,-0.00628,0.00183,-0.01605
1401,0.10953,0.30009,0.09101,0.15032,-0.29627,-0.07854,0.12614,-0.28125,-0.0687,0.17745,-0.06387,-0.00793,0.16456,-0.2537,-0.05169,0.16088,0.00304,-0.05806,0.13964,-0.20125,-0.18832,0.08304,-0.21366,-0.26019,0.10358,-0.2307,-0.24794,0.05486,0.06488,-0.24747,0.14378,0.52701,-0.08227,0.01565,0.46036,0.81592,0.13909,0.48173,-0.16554,0.29327,1.50304,1.9448,0.06965,0.17467,-0.11387,1.14467,3.21997,2.53283,-0.0085,0.01171,-0.01612,1.16093,3.19617,2.61863,-0.00904,0.00815,-0.01102
1402,0.11056,0.30431,0.07942,0.21005,-0.30068,-0.11413,0.13212,-0.27048,-0.10293,0.21993,-0.04418,-0.02849,0.1565,-0.24318,-0.09445,0.17551,0.02172,-0.06854,0.13396,-0.19786,-0.21169,0.08288,-0.21503,-0.26815,0.10033,-0.23118,-0.25421,0.04849,0.06955,-0.25195,0.1492,0.5366,-0.08464,0.01738,0.44648,0.75607,0.14482,0.49038,-0.15546,0.29951,1.51053,1.90574,0.07097,0.18275,-0.10308,1.15389,3.26015,2.61408,-0.00851,0.0164,-0.00938,1.17101,3.23127,2.699,-0.00907,0.01316,-0.00617
1403,0.10906,0.30804,0.06743,0.26524,-0.2819,-0.14362,0.13134,-0.27346,-0.13421,0.25749,-0.01103,-0.04442,0.14867,-0.233,-0.13806,0.1854,0.04829,-0.07739,0.12511,-0.19557,-0.23438,0.07891,-0.20589,-0.27796,0.09479,-0.2223,-0.26169,0.04076,0.07451,-0.25482,0.15012,0.5409,-0.0874,0.01663,0.43223,0.69274,0.14874,0.49691,-0.14698,0.30071,1.51124,1.86044,0.07538,0.18764,-0.09332,1.13075,3.28061,2.70017,-0.00407,0.0179,-0.00372,1.14424,3.24658,2.78439,-0.00463,0.01497,-0.00274
1404,0.10408,0.31217,0.05648,0.304,-0.24321,-0.16302,0.12834,-0.2855,-0.15772,0.28492,0.02576,-0.05712,0.13889,-0.2266,-0.17524,0.18913,0.07502,-0.08322,0.10959,-0.19601,-0.25211,0.07064,-0.18664,-0.28646,0.08852,-0.20515,-0.26845,0.03104,0.07938,-0.25628,0.14594,0.54332,-0.08851,0.01247,0.42233,0.63132,0.14854,0.50443,-0.14023,0.29648,1.50656,1.81181,0.08111,0.19115,-0.0846,1.08135,3.27635,2.78916,0.00358,0.0161,0.00098,1.0872,3.23723,2.8726,0.00298,0.01341,-0.00059
1405,0.09662,0.31743,0.04765,0.31866,-0.19858,-0.17544,0.12582,-0.29357,-0.17592,0.29625,0.05417,-0.07069,0.12758,-0.22627,-0.20067,0.18479,0.09371,-0.08712,0.08751,-0.20044,-0.26191,0.06015,-0.16521,-0.29241,0.08218,-0.18697,-0.27305,0.02068,0.08354,-0.25633,0.13849,0.54919,-0.086,0.00911,0.42349,0.57598,0.14318,0.5145,-0.13456,0.28868,1.49902,1.76219,0.08518,0.19536,-0.07631,1.01594,3.24153,2.87551,0.01047,0.01236,0.00563,1.01177,3.19754,2.95762,0.00984,0.00989,0.00159
1406,0.08894,0.32381,0.04088,0.30669,-0.16353,-0.18714,0.12601,-0.28452,-0.19505,0.28625,0.06496,-0.08808,0.11819,-0.23314,-0.21384,0.1709,0.09886,-0.09221,0.0631,-0.20851,-0.26472,0.05036,-0.15105,-0.29683,0.07499,-0.17561,-0.27529,0.01286,0.0871,-0.25507,0.13122,0.56174,-0.0795,0.01174,0.43925,0.52791,0.13339,0.52613,-0.12962,0.27893,1.4908,1.71229,0.08458,0.20111,-0.0687,0.94377,3.17392,2.94968,0.01314,0.0085,0.01055,0.92935,3.12552,3.02931,0.01251,0.00633,0.00485
1407,0.08308,0.33036,0.03499,0.27246,-0.14668,-0.20174,0.13248,-0.25502,-0.21913,0.25425,0.05587,-0.10736,0.11513,-0.24747,-0.21938,0.14825,0.09038,-0.1007,0.04257,-0.21855,-0.26524,0.04262,-0.14843,-0.30156,0.06614,-0.17444,-0.27612,0.01053,0.0913,-0.25265,0.12708,0.57877,-0.07095,0.02178,0.46585,0.48497,0.12126,0.53647,-0.12552,0.26727,1.48196,1.66166,0.07773,0.20816,-0.06307,0.87037,3.07824,3.00137,0.01115,0.00617,0.01467,0.8475,3.02635,3.07675,0.01058,0.00444,0.00876
1408,0.07986,0.33611,0.02863,0.22797,-0.14812,-0.21837,0.14813,-0.21773,-0.24688,0.20716,0.03292,-0.12227,0.1208,-0.26902,-0.22427,0.12114,0.07424,-0.11142,0.03072,-0.22929,-0.26901,0.0358,-0.15405,-0.30737,0.05648,-0.18108,-0.27682,0.01406,0.09822,-0.24951,0.12722,0.59475,-0.06323,0.03684,0.49515,0.44388,0.10907,0.54312,-0.1227,0.2535,1.47104,1.6101,0.06491,0.21622,-0.06077,0.79801,2.96506,3.0247,0.00614,0.00653,0.01646,0.76996,2.91116,3.09392,0.00568,0.00516,0.01189
1409,0.0788,0.34142,0.02103,0.18837,-0.16248,-0.23407,0.17028,-0.19695,-0.27367,0.15787,0.00701,-0.12684,0.13416,-0.2979,-0.23354,0.09599,0.0596,-0.12023,0.02855,-0.24108,-0.27867,0.02755,-0.15993,-0.31345,0.04797,-0.18952,-0.27806,0.02059,0.10983,-0.24665,0.13088,0.60638,-0.05797,0.05417,0.52197,0.40302,0.09803,0.54591,-0.12158,0.23848,1.4574,1.55765,0.04808,0.22544,-0.06208,0.72652,2.84549,3.01964,-0.00016,0.00996,0.01525,0.69705,2.79137,3.08138,-0.00051,0.00865,0.01311
1410,0.07871,0.34779,0.01215,0.16423,-0.18407,-0.2469,0.19104,-0.21471,-0.29504,0.11893,-0.01235,-0.11945,0.15206,-0.33549,-0.24813,0.07836,0.0534,-0.12277,0.03376,-0.25571,-0.29265,0.01699,-0.15886,-0.31834,0.04179,-0.19344,-0.27934,0.02622,0.12692,-0.24545,0.13605,0.61496,-0.05473,0.07228,0.54677,0.3629,0.08812,0.54705,-0.12203,0.22324,1.44175,1.50305,0.03037,0.23574,-0.0659,0.6531,2.72625,2.98756,-0.00647,0.01634,0.0116,0.62517,2.67356,3.04139,-0.00679,0.01471,0.01215
1411,0.07861,0.35642,0.00237,0.15725,-0.21011,-0.25713,0.20541,-0.2772,-0.30976,0.09654,-0.0214,-0.10352,0.17156,-0.38337,-0.26686,0.07056,0.05635,-0.11721,0.04343,-0.27555,-0.30693,0.00623,-0.14843,-0.32093,0.03746,-0.18907,-0.2793,0.02935,0.14831,-0.24671,0.14019,0.62458,-0.0517,0.08978,0.57306,0.32457,0.0789,0.54951,-0.12303,0.20764,1.42467,1.44215,0.0154,0.24577,-0.06995,0.57311,2.60789,2.9265,-0.01173,0.02513,0.00724,0.54785,2.55793,2.97265,-0.01212,0.0228,0.00977
1412,0.07841,0.36719,-0.00789,0.16197,-0.23746,-0.26571,0.2164,-0.3689,-0.3241,0.08951,-0.022,-0.08546,0.19169,-0.44102,-0.2903,0.07142,0.06374,-0.10553,0.05613,-0.30294,-0.31834,-0.00097,-0.13187,-0.32091,0.03379,-0.17686,-0.27685,0.03196,0.17136,-0.24985,0.14063,0.63883,-0.04719,0.10478,0.60395,0.28814,0.07012,0.55462,-0.12282,0.19054,1.40625,1.36914,0.00649,0.25283,-0.07139,0.48346,2.4879,2.83023,-0.01484,0.03486,0.00455,0.46026,2.44173,2.86909,-0.01539,0.03169,0.00776
1413,0.07855,0.3788,-0.01858,0.1704,-0.2586,-0.27234,0.23149,-0.45653,-0.35244,0.09186,-0.01829,-0.07132,0.21314,-0.50492,-0.32156,0.07723,0.07028,-0.09221,0.07095,-0.33975,-0.32651,-0.00252,-0.11602,-0.31839,0.03007,-0.16152,-0.27241,0.03746,0.19352,-0.25321,0.13534,0.65839,-0.04105,0.1155,0.64031,0.25215,0.0618,0.56049,-0.11972,0.17084,1.38729,1.28039,0.00555,0.25394,-0.06798,0.38698,2.36686,2.69115,-0.01517,0.04341,0.00551,0.36489,2.32585,2.72275,-0.01589,0.03956,0.00801
1414,0.079,0.38974,-0.02999,0.17509,-0.26524,-0.27522,0.25682,-0.50369,-0.40863,0.09595,-0.0136,-0.06345,0.23604,-0.57011,-0.36273,0.08262,0.07407,-0.08112,0.08518,-0.387,-0.33299,-0.00041,-0.10811,-0.31357,0.02593,-0.15011,-0.26807,0.04704,0.2139,-0.25503,0.12435,0.68083,-0.03478,0.12114,0.68049,0.21415,0.05416,0.56325,-0.11333,0.14774,1.3699,1.17704,0.01178,0.24765,-0.05952,0.29312,2.25106,2.50659,-0.01321,0.04886,0.01043,0.27257,2.21725,2.53052,-0.01406,0.04474,0.01133
1415,0.07906,0.39902,-0.04233,0.16967,-0.25548,-0.27113,0.29379,-0.49129,-0.49511,0.09467,-0.01006,-0.05911,0.25846,-0.63277,-0.41127,0.08161,0.07633,-0.07236,0.09411,-0.44483,-0.33902,0.00036,-0.11281,-0.30689,0.02059,-0.14891,-0.26605,0.05834,0.23316,-0.25415,0.11075,0.70223,-0.03028,0.12267,0.72121,0.17248,0.04776,0.5606,-0.1052,0.12069,1.35693,1.0635,0.02197,0.23551,-0.04851,0.2138,2.14884,2.28513,-0.00951,0.05042,0.01738,0.19735,2.12457,2.30109,-0.01039,0.04647,0.01665
1416,0.07832,0.40652,-0.0554,0.14952,-0.23622,-0.25673,0.33858,-0.42963,-0.60253,0.08315,-0.00948,-0.0523,0.27781,-0.69303,-0.46065,0.06958,0.07811,-0.06166,0.09437,-0.51298,-0.34427,-0.00438,-0.13074,-0.29953,0.013,-0.16063,-0.26734,0.06785,0.25185,-0.25021,0.10026,0.71984,-0.02827,0.12342,0.75985,0.12702,0.04366,0.55402,-0.09789,0.09003,1.35212,0.94403,0.03195,0.22145,-0.03897,0.15803,2.06672,2.04601,-0.00439,0.04905,0.02299,0.14972,2.05359,2.0544,-0.00528,0.04527,0.02121
1417,0.07783,0.41271,-0.06871,0.11454,-0.21941,-0.2322,0.38501,-0.35049,-0.7197,0.05906,-0.01297,-0.03726,0.29346,-0.75653,-0.50485,0.04519,0.07806,-0.04372,0.08727,-0.59155,-0.34719,-0.01502,-0.15845,-0.29329,0.00271,-0.18327,-0.27116,0.07435,0.269,-0.24367,0.09888,0.73412,-0.02786,0.12874,0.79684,0.0781,0.04308,0.54706,-0.09306,0.05773,1.36074,0.82036,0.03806,0.20895,-0.03378,0.12801,2.00945,1.81034,0.00065,0.04649,0.02442,0.13212,2.00752,1.81227,-0.00032,0.04244,0.02232
1418,0.07972,0.41852,-0.08188,0.07021,-0.21411,-0.20378,0.42981,-0.28663,-0.84186,0.02143,-0.02008,-0.01146,0.30714,-0.83269,-0.54213,0.01059,0.0732,-0.01644,0.07819,-0.68158,-0.34603,-0.02841,-0.1897,-0.29009,-0.00967,-0.21108,-0.27562,0.08035,0.2827,-0.23562,0.10949,0.74871,-0.02696,0.14368,0.83657,0.02579,0.04635,0.54191,-0.09013,0.02751,1.38813,0.69152,0.03884,0.19846,-0.03272,0.11743,1.97946,1.59127,0.00355,0.04383,0.02134,0.13701,1.98722,1.58815,0.00239,0.03893,0.01935
1419,0.08568,0.42527,-0.09448,0.0234,-0.22058,-0.18086,0.47594,-0.25726,-0.96995,-0.03095,-0.02877,0.02295,0.32118,-0.93016,-0.57464,-0.03085,0.06172,0.01736,0.07241,-0.78468,-0.33952,-0.04061,-0.21747,-0.29119,-0.02273,-0.2373,-0.27869,0.09029,0.29273,-0.2271,0.13036,0.7684,-0.02291,0.16977,0.88489,-0.02958,0.05204,0.53833,-0.08649,0.00318,1.43565,0.55467,0.03544,0.18787,-0.0327,0.1119,1.9733,1.39103,0.00367,0.0411,0.01601,0.14709,1.98767,1.38428,0.00226,0.03512,0.01424
1420,0.09557,0.43438,-0.10577,-0.02395,-0.2317,-0.1702,0.52969,-0.26646,-1.10568,-0.09981,-0.03616,0.06012,0.33643,-1.05219,-0.6051,-0.07699,0.04523,0.05211,0.07138,-0.90064,-0.32691,-0.04914,-0.23687,-0.2965,-0.03459,-0.25759,-0.27874,0.10767,0.30238,-0.2181,0.15674,0.79618,-0.01357,0.20325,0.94425,-0.08667,0.05755,0.53526,-0.07876,-0.014,1.49685,0.40668,0.03,0.17497,-0.02977,0.09259,1.97988,1.20582,0.00248,0.0384,0.01151,0.1397,1.99615,1.1973,0.00088,0.03165,0.00982
1421,0.10753,0.44628,-0.1148,-0.07654,-0.24032,-0.17203,0.59449,-0.30807,-1.24827,-0.18485,-0.03984,0.09336,0.35104,-1.19414,-0.6338,-0.12706,0.02831,0.08307,0.07205,-1.02441,-0.30782,-0.05348,-0.2473,-0.30451,-0.04348,-0.27191,-0.27503,0.13313,0.31688,-0.20711,0.18382,0.83041,0.00128,0.23661,1.00989,-0.14357,0.0611,0.53219,-0.06448,-0.02651,1.55763,0.24567,0.02382,0.15973,-0.0213,0.04396,1.9839,1.03214,0.00206,0.03676,0.00982,0.09637,1.99623,1.02483,0.0004,0.02989,0.00791
1422,0.11902,0.45905,-0.12111,-0.13905,-0.24459,-0.18049,0.66773,-0.37103,-1.39274,-0.27959,-0.03961,0.11864,0.36057,-1.34346,-0.65744,-0.17944,0.01515,0.109,0.06872,-1.14511,-0.28227,-0.0546,-0.25213,-0.31289,-0.04867,-0.2833,-0.26821,0.16418,0.33919,-0.19223,0.20806,0.864,0.01916,0.26254,1.07015,-0.19945,0.06269,0.52848,-0.04329,-0.0389,1.60109,0.07125,0.01654,0.14449,-0.00706,-0.0379,1.97072,0.86768,0.00288,0.03763,0.01133,0.0129,1.97326,0.86571,0.00129,0.03125,0.00891
1423,0.12759,0.46837,-0.12571,-0.20671,-0.24617,-0.18764,0.74163,-0.443,-1.53112,-0.37089,-0.03833,0.13719,0.3599,-1.48258,-0.6708,-0.22984,0.00596,0.13224,0.05551,-1.24889,-0.25106,-0.05415,-0.25618,-0.31942,-0.05094,-0.29495,-0.26031,0.19618,0.3666,-0.17316,0.22662,0.88692,0.0358,0.27703,1.11162,-0.25612,0.06265,0.52189,-0.01752,-0.05453,1.6144,-0.11549,0.00642,0.13203,0.01076,-0.14259,1.92946,0.70763,0.00309,0.04155,0.01512,-0.09791,1.91782,0.71477,0.0016,0.0358,0.01211
1424,0.13128,0.46907,-0.13109,-0.26467,-0.24499,-0.18747,0.80838,-0.5133,-1.65745,-0.44499,-0.0409,0.1548,0.34667,-1.59502,-0.67112,-0.27301,-0.00372,0.15623,0.02872,-1.32472,-0.21701,-0.05371,-0.26312,-0.32241,-0.05185,-0.30814,-0.25352,0.22383,0.39106,-0.15234,0.23663,0.89086,0.04686,0.27951,1.12519,-0.31745,0.05994,0.50902,0.00849,-0.07364,1.59323,-0.31047,-0.00874,0.12341,0.02812,-0.25031,1.85532,0.54278,0.0001,0.04736,0.01914,-0.21296,1.82807,0.5602,-0.00138,0.04179,0.01582
1425,0.12875,0.457,-0.14009,-0.299,-0.23732,-0.17668,0.86899,-0.57752,-1.77137,-0.49577,-0.05132,0.17771,0.3237,-1.67251,-0.6628,-0.30675,-0.02022,0.18225,-0.01182,-1.36989,-0.18548,-0.05394,-0.27458,-0.32056,-0.05256,-0.32258,-0.24862,0.24285,0.40289,-0.134,0.23547,0.87215,0.0495,0.27119,1.10841,-0.38608,0.05195,0.4871,0.0299,-0.09351,1.54036,-0.50452,-0.03055,0.11805,0.04046,-0.34011,1.75094,0.36334,-0.00727,0.05297,0.02075,-0.3092,1.71088,0.3884,-0.0089,0.04677,0.0179
1426,0.1193,0.42993,-0.15408,-0.30715,-0.21753,-0.15467,0.93748,-0.6404,-1.877,-0.52796,-0.06985,0.20797,0.2976,-1.71843,-0.65726,-0.33386,-0.04755,0.208,-0.06326,-1.39091,-0.16251,-0.05456,-0.29058,-0.31311,-0.05324,-0.33793,-0.24425,0.25068,0.3949,-0.12177,0.2215,0.83092,0.0435,0.25313,1.06303,-0.46,0.03593,0.45534,0.04292,-0.10997,1.46023,-0.68413,-0.05863,0.11505,0.04446,-0.39608,1.62449,0.16605,-0.01834,0.05679,0.01812,-0.37056,1.57832,0.19339,-0.02024,0.04929,0.01682
1427,0.10279,0.38758,-0.17185,-0.29812,-0.18123,-0.12464,1.03341,-0.71101,-1.97976,-0.55288,-0.09247,0.24133,0.27373,-1.74419,-0.66618,-0.35984,-0.08455,0.22865,-0.12234,-1.39822,-0.15115,-0.05507,-0.30989,-0.30042,-0.05352,-0.35449,-0.23776,0.24619,0.36504,-0.11621,0.19451,0.76863,0.0316,0.22547,0.99144,-0.53209,0.0108,0.41473,0.04599,-0.11884,1.35475,-0.83626,-0.08964,0.11378,0.03955,-0.40967,1.48379,-0.04143,-0.03125,0.0583,0.01128,-0.38894,1.43976,-0.01714,-0.03344,0.04931,0.0124
1428,0.07993,0.33181,-0.18981,-0.28653,-0.12836,-0.09253,1.1675,-0.79555,-2.08313,-0.58099,-0.1131,0.26929,0.25135,-1.76039,-0.69386,-0.38904,-0.1252,0.23947,-0.18763,-1.39818,-0.14927,-0.05532,-0.32937,-0.2841,-0.05289,-0.37206,-0.22671,0.22921,0.31682,-0.11408,0.15641,0.68734,0.01861,0.1887,0.89603,-0.59349,-0.02142,0.3672,0.041,-0.11691,1.22438,-0.95426,-0.11811,0.11347,0.02843,-0.3797,1.33142,-0.24255,-0.04328,0.05735,0.00225,-0.36252,1.29579,-0.22448,-0.04568,0.04725,0.00592
1429,0.05272,0.26725,-0.2034,-0.28696,-0.06432,-0.06306,1.33041,-0.89515,-2.18693,-0.6176,-0.12713,0.28394,0.22308,-1.76958,-0.73553,-0.4224,-0.16179,0.23822,-0.259,-1.38836,-0.1511,-0.055,-0.34387,-0.26613,-0.05086,-0.38808,-0.20995,0.20068,0.258,-0.10985,0.11229,0.59117,0.0095,0.14608,0.78156,-0.63763,-0.05541,0.31546,0.03327,-0.10259,1.07291,-1.04008,-0.13921,0.11348,0.01606,-0.31157,1.16665,-0.41871,-0.05129,0.05405,-0.00621,-0.29508,1.14115,-0.40726,-0.05374,0.04365,-0.00061
1430,0.02439,0.20086,-0.20906,-0.30906,0.00271,-0.03721,1.49256,-1.00761,-2.28851,-0.6634,-0.13411,0.28205,0.17936,-1.76493,-0.7823,-0.45809,-0.18909,0.22593,-0.33488,-1.35888,-0.15168,-0.05317,-0.34774,-0.2474,-0.04694,-0.39743,-0.1876,0.16328,0.19786,-0.0984,0.07011,0.48757,0.00746,0.10406,0.65709,-0.66251,-0.08449,0.26297,0.02897,-0.07691,0.91057,-1.10041,-0.15104,0.11419,0.00716,-0.21626,0.99299,-0.55559,-0.0531,0.04969,-0.01186,-0.19724,0.97523,-0.54933,-0.05539,0.03999,-0.00521
1431,-0.00143,0.13986,-0.20584,-0.35329,0.06631,-0.01355,1.61673,-1.12793,-2.38452,-0.71595,-0.13728,0.26555,0.1155,-1.73379,-0.82827,-0.49335,-0.20675,0.2057,-0.41025,-1.29815,-0.1505,-0.04895,-0.33751,-0.22669,-0.04104,-0.39471,-0.16065,0.12158,0.14392,-0.07752,0.03802,0.38582,0.01239,0.06921,0.53416,-0.6708,-0.10333,0.21297,0.03132,-0.04403,0.75137,-1.14015,-0.15448,0.11619,0.00386,-0.10832,0.82164,-0.64597,-0.04855,0.04668,-0.01378,-0.08599,0.80805,-0.64293,-0.05047,0.03851,-0.00672
1432,-0.02188,0.08858,-0.19571,-0.40941,0.12492,0.00865,1.67655,-1.2474,-2.47204,-0.76935,-0.14013,0.23922,0.0369,-1.66452,-0.87463,-0.52579,-0.21843,0.18049,-0.47753,-1.19968,-0.15205,-0.04299,-0.3136,-0.20123,-0.03377,-0.37753,-0.13021,0.08121,0.09971,-0.04874,0.02094,0.29281,0.02059,0.04406,0.42144,-0.66812,-0.10927,0.16671,0.03898,-0.00993,0.60544,-1.15918,-0.1513,0.11888,0.00501,-0.00124,0.66469,-0.68997,-0.03928,0.04677,-0.01257,0.02125,0.65339,-0.68856,-0.04067,0.04071,-0.00536
1433,-0.03551,0.04649,-0.1826,-0.46014,0.18165,0.02799,1.66915,-1.35546,-2.55061,-0.81386,-0.143,0.20814,-0.04166,-1.55429,-0.92831,-0.55301,-0.22849,0.15208,-0.52924,-1.06711,-0.1629,-0.03777,-0.27992,-0.16836,-0.0261,-0.34809,-0.09706,0.04721,0.06451,-0.01682,0.0188,0.20916,0.02655,0.02552,0.32018,-0.65982,-0.10231,0.12244,0.04761,0.01985,0.47324,-1.15516,-0.14253,0.1199,0.00745,0.09785,0.5244,-0.69508,-0.02789,0.04953,-0.01027,0.1149,0.51574,-0.69425,-0.02867,0.04586,-0.00316
1434,-0.04248,0.00901,-0.17045,-0.48982,0.24148,0.04201,1.61222,-1.44645,-2.62411,-0.83898,-0.14292,0.17577,-0.1032,-1.41369,-0.99739,-0.57233,-0.23867,0.12165,-0.5601,-0.91476,-0.18778,-0.03585,-0.24162,-0.1273,-0.01869,-0.31174,-0.06158,0.0223,0.03487,0.0125,0.02713,0.12963,0.02548,0.00722,0.22485,-0.64833,-0.08427,0.07612,0.05299,0.04137,0.34701,-1.12826,-0.12824,0.1159,0.00822,0.18957,0.39057,-0.67649,-0.01728,0.05235,-0.00965,0.19642,0.38557,-0.67548,-0.01746,0.05103,-0.00327
